id,alim_grp_code,alim_ssgrp_code,alim_ssssgrp_code,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_ssssgrp_nom_fr,alim_code,alim_nom_fr,alim_nom_sci,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)","Energie, Règlement UE N° 1169/2011 (kcal/100 g)","Energie, N x facteur Jones, avec fibres  (kJ/100 g)","Energie, N x facteur Jones, avec fibres  (kcal/100 g)",Eau (g/100 g),"Protéines, N x facteur de Jones (g/100 g)","Protéines, N x 6.25 (g/100 g)",Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),Fructose (g/100 g),Galactose (g/100 g),Glucose (g/100 g),Lactose (g/100 g),Maltose (g/100 g),Saccharose (g/100 g),Amidon (g/100 g),Fibres alimentaires (g/100 g),Polyols totaux (g/100 g),Cendres (g/100 g),Alcool (g/100 g),Acides organiques (g/100 g),AG saturés (g/100 g),AG monoinsaturés (g/100 g),AG polyinsaturés (g/100 g),"AG 4:0, butyrique (g/100 g)","AG 6:0, caproïque (g/100 g)","AG 8:0, caprylique (g/100 g)","AG 10:0, caprique (g/100 g)","AG 12:0, laurique (g/100 g)","AG 14:0, myristique (g/100 g)","AG 16:0, palmitique (g/100 g)","AG 18:0, stéarique (g/100 g)","AG 18:1 9c (n-9), oléique (g/100 g)","AG 18:2 9c,12c (n-6), linoléique (g/100 g)","AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100 g)","AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100 g)","AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100 g)","AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100 g)",Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Calcium (mg/100 g),Chlorure (mg/100 g),Cuivre (mg/100 g),Fer (mg/100 g),Iode (µg/100 g),Magnésium (mg/100 g),Manganèse (mg/100 g),Phosphore (mg/100 g),Potassium (mg/100 g),Sélénium (µg/100 g),Sodium (mg/100 g),Zinc (mg/100 g),Rétinol (µg/100 g),Beta-Carotène (µg/100 g),Vitamine D (µg/100 g),Vitamine E (mg/100 g),Vitamine K1 (µg/100 g),Vitamine K2 (µg/100 g),Vitamine C (mg/100 g),Vitamine B1 ou Thiamine (mg/100 g),Vitamine B2 ou Riboflavine (mg/100 g),Vitamine B3 ou PP ou Niacine (mg/100 g),Vitamine B5 ou Acide pantothénique (mg/100 g),Vitamine B6 (mg/100 g),Vitamine B9 ou Folates totaux (µg/100 g),Vitamine B12 (µg/100 g)
8be56476-aaa5-447e-9a15-f323b1815dd3,04,0401,040107,"viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,6909,"Cheval, faux-filet, rôti/cuit au four",,729,173,729,173,"63,2","28,3","28,3",traces,"6,68",-,-,-,-,-,-,-,-,0,0,-,0,0,"2,23","2,41","1,03",-,-,-,-,"0,01","0,25","1,68","0,25","1,64","0,52","0,43","0,018",-,0,-,-,-,-,-,"3,3",-,-,-,-,-,"8,03",-,"2,4",-,-,-,-,-,-,-,-,-,"5,22",-,"0,69",-,"1,51"
1e6fae24-afa4-4f42-95c3-acdead512662,04,0401,040107,"viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,6910,"Cheval, tende de tranche, rôtie/cuite au four",,607,144,607,144,"66,6","29,7","29,7",traces,"2,75",-,-,-,-,-,-,-,-,0,0,-,0,0,"0,82","0,73","0,57",-,-,-,-,"0,00075","0,061","0,59","0,14","0,49","0,36","0,14","0,02",-,0,-,-,-,-,-,"3,99",-,-,-,-,-,"7,96",-,"3,53",-,-,-,-,-,-,-,-,-,"5,28",-,"0,69",-,"1,63"
b73c24c8-9213-4a82-959e-dc675fdf38dd,04,0401,040107,"viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,21801,"Chevreau, cuit",,573,136,573,136,"68,2","27,1","27,1",0,"3,03",0,-,-,-,-,-,-,-,0,0,"1,46",0,0,"0,93","1,36","0,23",0,0,0,0,0,"0,04","0,43","0,43",-,-,-,-,0,0,75,"0,22",17,-,"0,3","3,73",-,-,"0,042",201,405,-,86,"5,27",0,0,0,"0,34","1,2",-,0,"0,09","0,61","3,95",-,0,5,"1,19"
43594877-a08f-47c0-8f75-819993d516a5,04,0401,040107,"viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,34000,"Lapin, viande braisée",,828,197,828,197,"58,8","30,4","30,4",0,"8,41",0,-,-,-,-,-,-,-,0,0,"1,09",0,0,"2,73","2,78","1,8",0,0,0,0,0,"0,22","1,89","0,39",-,-,-,-,0,0,86,"0,093",20,-,"0,18","2,37",3,20,"0,032",226,300,-,37,"2,37",0,0,0,"0,44","1,6",-,0,"0,06","0,17","7,16","0,67","0,34",9,"6,51"
7c6f9383-2ba5-458f-92ee-bf422afda38c,04,0401,040107,"viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,34002,"Lapin, viande cuite",,697,167,697,167,"68,2","20,5","20,5","0,5","9,2",-,-,-,-,-,-,-,0,0,0,"1,1",0,0,"3,42","2,64","2,06","< 0,01","< 0,01","< 0,01","0,03","0,03","0,23","2,41","0,58","1,84","1,83","0,18","0,052",-,-,"75,9","0,16","13,5",185,"0,063","2,27",-,"21,8","0,015",200,340,73,"63,2","1,79",0,-,-,"1,22",-,-,0,"0,1","0,21",9,"0,5","0,13","< 2,1","2,2"
417bc997-a617-47db-9b06-8eb79bc942ce,04,0401,040107,"viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,34004,"Lapin de garenne, viande, cuite",,691,164,691,164,"61,4",33,33,0,"3,51",0,-,-,-,-,-,-,-,0,0,"1,7",0,0,"1,05","0,95","0,68",0,0,0,0,0,"0,09","0,79","0,16",-,-,-,-,0,0,123,"0,11",18,-,"0,18","4,85",-,31,-,240,343,-,45,"2,38",0,0,0,"0,41","1,5",-,0,"0,02","0,07","6,4",-,"0,34",8,"6,51"
13b11655-1d9e-48cf-92da-8a5ce434bea2,04,0401,040107,"viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,36051,"Chapon, viande et peau, rôti/cuit au four",,923,221,923,221,"58,7",29,29,0,"11,7",-,-,-,-,-,-,-,-,0,0,"1,04",0,traces,"3,26","4,75","2,52",-,-,-,0,"0,01","0,09","2,42","0,64",-,-,-,-,"0,01","0,03",86,"0,12",14,-,"0,069","1,49",-,24,"0,021",246,255,-,49,"1,74",-,-,-,-,-,-,0,"0,07","0,17","8,95","1,1","0,43",6,"0,33"
bdb3f403-9254-4468-9b26-bcd841d83ba2,04,0401,040107,"viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,36102,"Caille, viande et peau, cuite",,860,206,860,206,"60,5","26,8","26,8",0,"10,9",0,-,-,-,-,-,-,0,0,0,"1,49",0,traces,"3,06","4,25","3,03",0,0,0,0,"0,046","0,09","2,34","0,58","4,25","2,71","0,23","0,078","0,011",0,86,"0,13",15,-,"0,59","4,43",3,22,-,279,216,-,52,"3,1",70,0,"0,2","0,7","4,2",-,"2,3","0,22","0,3","7,92",-,"0,62",6,"0,36"
21927feb-fc13-40cd-bbe9-8af08470f7cf,04,0401,040107,"viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,36200,"Canard, viande et peau, rôti/cuit au four",,1370,331,1370,331,"51,8",19,19,0,"28,4",0,-,-,-,-,-,-,-,0,0,"0,82",0,traces,"9,67","12,9","3,65",0,0,0,0,"0,04","0,17","6,8","2,43",-,-,-,-,0,0,84,"0,15",11,-,"0,23","2,7",-,16,"0,019",156,204,-,59,"1,86",63,0,"0,1","0,7","5,1",-,0,"0,17","0,27","4,83","1,1","0,18",6,"0,3"
45739704-3966-4556-9367-1ed4de29a805,04,0401,040107,"viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,36202,"Canard, viande, rôtie/cuite au four",,811,194,811,194,"63,1","23,3","23,3",0,"11,2",0,-,-,-,-,-,-,0,0,0,"1,28",0,traces,"3,48","3,86","1,49",0,0,0,0,"0,027","0,053","2,35","0,9","3,66","0,86","0,049","0,074",0,0,119,"0,39","6,78",243,"0,35","3,35",4,"35,8","0,036",203,392,"9,08",154,"1,92",23,0,"0,1","0,7","3,8",-,0,"0,26","0,47","11,1","1,5","0,71",10,"2,9"
5a0eb746-fc84-4e07-b3c5-4ec46c654fc8,04,0401,040107,"viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,36205,"Canard, magret, grillé/poêlé",,928,222,928,222,"61,7","26,7","26,7",traces,"12,8",0,-,-,-,-,-,-,-,0,0,"1,79",0,traces,"2,46","2,01",-,"< 0,005","< 0,005","< 0,005","< 0,005","< 0,005","0,026","1,32","1,11","2,01","0,68","0,017","0,15",-,-,106,"1,09",5,-,"0,5","4,8",15,"31,2","< 0,1",273,390,34,435,"2,1",16,< 30,"0,93","0,46",-,-,"3,5","0,38","0,88","13,5","3,4","0,98",< 20,"3,3"
b7de4cf4-597f-4c14-a1a2-ec5db2b0fcdb,04,0401,040107,"viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,36502,"Oie, viande, rôtie/cuite au four",,961,230,961,230,"57,2",29,29,0,"12,7",-,-,-,-,-,-,-,-,0,0,"1,14",0,traces,-,-,-,-,-,-,0,"0,04","0,05","2,61","1,4",-,-,-,-,0,0,96,"0,19",14,-,"0,28","2,87",4,25,"0,024",309,388,-,76,"3,17",12,0,"0,1",-,-,-,0,"0,092","0,39","4,08","1,83","0,47",12,"0,49"
9fa3bcbb-6242-459a-95be-aa24b8fe2563,04,0401,040107,"viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,36503,"Oie, viande et peau, rôtie/cuite au four",,1240,298,1240,298,52,"25,2","25,2",0,"21,9",0,-,-,-,-,-,-,-,0,0,"0,97",0,traces,"6,87","10,3","2,52",0,0,0,0,"0,04","0,11","4,53","1,81",-,-,-,-,0,0,91,"0,18",13,-,"0,26","2,83",-,22,"0,023",270,329,-,70,"2,62",21,0,"0,1","1,74","5,1",-,0,"0,077","0,32","4,17","1,53","0,37",2,"0,41"
2d46585e-c8bb-4cb1-b615-a5c14cc87e3d,04,0401,040107,"viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,36602,"Pigeon, viande, rôtie/cuite au four",,887,213,887,213,62,"23,9","23,9",0,13,0,-,-,-,-,-,-,-,0,0,"1,1",0,traces,"3,74","5,46","2,73",0,0,0,0,"0,005","0,087","2,51","1,02",-,-,-,-,"0,005","0,015",116,"0,14",17,-,"0,76","5,91",4,26,-,332,256,-,57,"3,83",28,0,"0,2","0,06",4,-,"2,9","0,28","0,35","7,6",-,"0,57",6,"0,41"
45c0a21e-12e1-4c34-b894-2ec8831186d2,04,0401,040107,"viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,36801,"Autruche, viande cuite",,706,168,706,168,"67,1","26,2","26,2",0,"7,07",0,-,-,-,-,-,-,-,0,0,"0,83",0,traces,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83,"0,2",8,-,"0,14","3,43",-,23,"0,017",224,323,-,80,"4,33",0,0,"0,1","0,24","3,5",-,0,"0,21","0,27","6,56","1,21","0,5",14,"5,74"
b89089a3-46b4-442b-91f6-2752f3f9f4bf,04,0401,040108,"viandes, œufs, poissons et assimilés",viandes cuites,abats,40003,"Cervelle, agneau, cuite",,603,145,603,145,"75,7","12,6","12,6","0,8","10,2",-,-,-,-,-,-,-,-,0,0,"1,36",0,traces,"2,6","1,84","1,04",0,0,0,0,0,"0,04","1,25","1,27",-,-,-,-,0,"0,59",2040,"0,34",12,-,"0,21","1,68",1,14,"0,059",337,205,-,134,"1,36",0,-,-,-,-,-,12,"0,11","0,24","2,47","0,99","0,11",5,"9,25"
67a7196d-397e-43f7-a3a3-67185d644dde,04,0401,040108,"viandes, œufs, poissons et assimilés",viandes cuites,abats,40004,"Cervelle, porc, braisée",,722,174,722,174,"73,8","12,4","12,4","< 0,05","13,8",-,-,-,-,-,-,-,-,0,0,"1,78",0,traces,"3,14","3,1","1,5","< 0,0039","< 0,0039","< 0,0039","< 0,0039","< 0,0039","0,031","1,53","1,51","2,13","0,07","0,0077","0,63","< 0,0039","0,46",2430,"0,33",14,115,"0,31","1,5",< 20,15,"0,03",390,230,70,131,"1,2",< 21,-,"< 0,5","0,68","< 0,8",-,14,"0,067","0,08","1,8","0,7","0,11",< 5,"5,11"
8b4b68c2-3ae4-44a2-8d02-8685d90f41d2,04,0401,040108,"viandes, œufs, poissons et assimilés",viandes cuites,abats,40007,"Cervelle, veau, cuite",,551,133,551,133,"76,9","11,5","11,5",0,"9,63",-,-,-,-,-,-,-,-,0,0,"1,4",0,traces,"2,18","1,74","1,49",-,-,-,-,-,-,-,-,-,-,-,-,-,-,3100,"0,39",16,-,"0,26","1,67",1,16,"0,038",385,214,-,156,"1,61",0,-,-,-,-,-,13,"0,08","0,2","2,43",1,"0,17",3,"9,65"
52ba35c6-6c90-4519-98a3-0d2f467084db,04,0401,040108,"viandes, œufs, poissons et assimilés",viandes cuites,abats,40053,"Coeur, boeuf, cuit",,560,133,560,133,-,23,23,"0,15","4,5",0,-,-,-,-,-,-,-,0,0,"0,97",0,traces,"1,81","0,89","0,39",0,0,0,0,0,"0,05","0,61","0,67",-,-,"0,012",-,0,0,142,"0,15",5,-,"0,56","6,7",3,21,"0,033",254,219,-,59,"2,3",0,0,"0,1","0,29","0,5",-,-,"0,36","1,21","6,9","1,06","0,33",5,"11,5"
aeb12660-61c4-456d-b0cb-064eb43e6aea,04,0401,040108,"viandes, œufs, poissons et assimilés",viandes cuites,abats,40056,"Coeur, poulet, cuit",,744,177,744,177,"64,9","26,4","26,4","0,1","7,92",-,-,-,-,-,-,-,-,0,0,"0,72",0,traces,"2,26","2,01","2,3",-,-,-,0,0,"0,05","1,23","0,66",-,-,-,-,0,0,242,"0,12",19,-,"0,5","9,03",-,20,"0,11",199,132,-,48,"7,3",8,-,-,-,-,-,"1,8","0,07","0,74","2,8","2,65","0,32",80,"7,29"
3bcb8745-13cb-40ea-922e-0d972a3a5071,04,0401,040108,"viandes, œufs, poissons et assimilés",viandes cuites,abats,40057,"Coeur, dinde, cuit",,701,167,701,167,"67,2","24,9","24,9",0,"7,52",0,-,-,-,-,-,-,-,0,0,"1,21",0,traces,"1,9","1,67","1,83",0,0,0,"0,004","0,054","0,064","1,12","0,63","1,48","1,39","0,049",-,"0,009","0,005",359,"0,35",21,-,"0,83","6,96",-,28,"0,12",241,203,-,140,"4,6",16,0,0,"0,13",0,-,-,"0,24","1,54","7,76","1,58","0,61",8,"13,9"
d75ffdaf-b8b8-4b4e-b28b-ce3753c7e055,04,0401,040108,"viandes, œufs, poissons et assimilés",viandes cuites,abats,40059,"Coeur, agneau, cuit",,750,179,750,179,"64,2",25,25,"1,93","7,91",-,-,-,-,-,-,-,-,0,0,"0,99",0,traces,"3,14","2,22","0,77",-,-,-,-,"0,02","0,18","1,2","1,62",-,-,-,-,"0,06","0,04",249,"0,16",14,-,"0,61","5,52",-,24,"0,055",254,188,-,63,"3,68",0,-,-,-,-,-,7,"0,17","1,19","4,36","1,37","0,3",2,"11,2"
41c19d31-6521-423a-9974-8178a011370a,04,0401,040108,"viandes, œufs, poissons et assimilés",viandes cuites,abats,40103,"Foie, agneau, cuit",,659,157,659,157,65,23,23,"3,16","5,8",-,-,-,-,-,-,-,-,0,0,"1,63",0,traces,"1,81","0,99","0,64",0,0,0,0,0,"0,055","0,66","1,09",-,-,-,-,0,0,235,"0,23","8,5",-,"8,45","4,1",5,"22,5","0,56",424,287,-,90,"4,7",7630,-,"0,51","0,38","1,6",-,"17,6","0,46","4,31","18,5","12,6","0,54",457,60
ba44efd7-2416-429a-a693-1bc58cfd9507,04,0401,040108,"viandes, œufs, poissons et assimilés",viandes cuites,abats,40105,"Foie, génisse, cuit",,695,165,695,165,"64,1","26,3","26,3","2,2","5,71",0,-,-,-,-,-,-,-,0,0,"1,77",0,traces,"1,69","0,63","1,02",-,-,-,-,-,"0,036","0,59","1,06","0,63","0,3","0,032","0,19","0,021","0,02",204,"0,19","6,14","0,1","3,46","5,8",< 5,"17,8","0,32",485,351,"< 2,2",77,"3,82",7730,182,"0,51","0,46","3,9",-,20,"0,33","3,43",18,"8,5","1,4",536,"1,9"
6f7bde31-f198-4e5e-bb4c-859e05a211c9,04,0401,040108,"viandes, œufs, poissons et assimilés",viandes cuites,abats,40107,"Foie, veau, cuit",,511,121,511,121,"67,7",19,19,"4,47","3,02",0,-,-,-,-,-,-,-,0,0,"1,75",0,traces,"0,98","0,35","0,78",0,0,0,"0,0025","0,0025","0,03","0,4","0,55",0,"0,68","0,035",0,0,0,288,"0,2","6,5",-,"20,1","4,5",5,"21,5","0,29",302,341,"40,9","81,5","4,6",10500,"43,5","2,52","0,64","1,5",-,"13,2","0,15","1,72","18,8","1,81","1,03",592,"52,6"
804438f3-9061-438a-8438-be7b8c42ba7b,04,0401,040108,"viandes, œufs, poissons et assimilés",viandes cuites,abats,40109,"Foie, volaille, cuit",,687,164,687,164,"65,4","25,8","25,8",0,"6,4",-,-,-,-,-,-,-,-,0,0,"1,84",0,"0,99","2,5","1,7","1,89","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","0,02","1,33","1,12","1,46","1,14","0,05","0,46","0,02","0,08",478,"0,25","6,6",196,"0,51",12,< 20,24,"0,37",380,340,90,99,"3,9",18700,-,"1,29","1,51","3,2",-,"< 0,5","0,28","1,4","32,6","8,77","0,59",1440,"50,5"
35b7dfaf-7817-47a5-bcdc-520e94edacb1,04,0401,040108,"viandes, œufs, poissons et assimilés",viandes cuites,abats,40113,"Foie, porc, cuit",,669,159,669,159,"64,3",26,26,"3,76","4,4",-,-,-,-,-,-,-,-,0,0,"1,5",0,traces,"1,41","0,63","1,05",0,0,0,0,0,"0,02","0,53","0,84",-,-,-,-,0,"0,03",355,"0,12",10,-,"0,63","17,9",-,14,"0,3",241,150,-,49,"6,72",5410,-,-,-,-,-,"23,6","0,26","2,2","8,44","4,77","0,57",163,"18,7"
136bad10-9148-4e9e-9e01-92ea164c2e8d,04,0401,040108,"viandes, œufs, poissons et assimilés",viandes cuites,abats,40116,"Foie, poulet, cuit",,670,160,670,160,"66,8","24,5","24,5","0,8","6,51",0,-,-,-,-,-,-,0,0,0,"1,36",0,traces,"2,06","1,42","1,99",0,0,0,"0,003",0,"0,013","1,11","0,92",-,"0,72","0,012",-,0,0,563,"0,19",11,-,"0,5","11,6",5,25,"0,36",405,263,-,76,"3,98",3980,30,0,"0,82",0,-,"27,9","0,29","1,99",11,"6,67","0,76",578,"16,9"
65a99d0d-d6dd-4756-99b7-f86c929da54f,04,0401,040108,"viandes, œufs, poissons et assimilés",viandes cuites,abats,40118,"Foie, dinde, cuit",,762,182,762,182,64,27,27,0,"8,18",0,-,-,-,-,-,-,-,0,0,"1,47",0,traces,"2,3","1,04","2,17",0,0,0,"0,006","0,006","0,019","1,04","1,2","0,91","1,45","0,033",-,"0,016","0,053",648,"0,25",19,-,"1,05","1,79",-,26,"0,33",312,153,-,98,"4,53",10800,0,-,"0,15",0,-,"22,6","0,26","2,69","11,1","4,35","0,88",691,"28,2"
f8c872c6-0ef7-4644-9cca-d92d563e5a92,04,0401,040108,"viandes, œufs, poissons et assimilés",viandes cuites,abats,40201,"Langue, veau, cuite",,986,237,986,237,"64,1",21,21,0,17,-,-,-,-,-,-,-,0,0,0,"0,91",0,traces,"4,83","6,86","0,63",-,-,-,-,-,-,-,-,-,-,-,-,-,-,162,"0,16",9,-,"0,21","2,6",-,18,"0,047",166,162,-,64,"3,8",0,-,-,"1,1",-,-,6,"0,11","0,35","2,6","1,1","0,16",9,"6,8"
44d21166-b25f-4498-a194-91a6fa45c889,04,0401,040108,"viandes, œufs, poissons et assimilés",viandes cuites,abats,40203,"Langue, boeuf, cuite",,981,235,981,235,"59,6","23,7","23,7",0,"15,6",0,-,-,-,-,-,-,-,0,0,"0,85",0,traces,"6,05","5,39","1,05",0,0,0,0,"0,019","0,53","3,75","1,62","5,39","0,51","0,093","0,052","0,014",0,145,"0,21","14,5",-,"0,13","3,5",5,"9,44","0,044",144,184,"< 2,2","82,5","2,2",0,0,"0,4","0,3","1,2",-,"1,3","0,05","0,3","3,9","1,07","0,12",7,"6,62"
b5e816ca-e6c6-4788-b3cc-b8ca3d1cbfe7,04,0401,040108,"viandes, œufs, poissons et assimilés",viandes cuites,abats,40303,"Ris, agneau, cuit",,948,227,948,227,"59,7","22,8","22,8",0,"15,1",-,-,-,-,-,-,-,-,0,0,"2,15",0,traces,"6,84","5,45","0,74",-,-,-,-,"0,09","0,65","2,89","2,98",-,-,-,-,-,-,400,"0,13",12,-,"0,083","2,12",-,19,"0,043",431,291,-,52,"2,68",0,-,-,-,-,-,20,"0,02","0,21","2,56","0,85","0,05",13,"5,54"
bdc2aed3-94a2-48cf-8ad2-f856f16022e5,04,0401,040108,"viandes, œufs, poissons et assimilés",viandes cuites,abats,40305,"Ris, veau, braisé ou sauté/poêlé",,572,136,572,136,"73,3",21,21,0,"5,8",0,-,-,-,-,-,-,-,0,0,"2,88",0,traces,"1,65","2,3","0,39",0,0,0,0,0,"0,041","0,52","0,34",-,-,0,-,0,0,275,"0,15",4,-,"0,072","0,5",4,24,"0,021",627,435,-,59,1,0,0,0,"0,09",0,-,"39,4","0,09","0,1","4,4","1,77","0,08",20,"4,9"
a8f680e2-574d-4709-b29e-98e09da28df8,04,0401,040108,"viandes, œufs, poissons et assimilés",viandes cuites,abats,40401,"Rognon, cuit (aliment moyen)",,678,161,678,161,"67,8","26,1","26,1",0,"6,31",0,,,,,,,0,0,0,"0,97",0,0,"1,61","1,36","0,72",0,0,0,0,"0,004","0,031","0,7","0,61",,,,,"0,006","0,004",440,"0,25","17,1",,"0,58","7,35",10,"14,6","0,17",283,142,,"95,5","3,96",111,,"0,44","0,57",,,,"0,44","2,46","6,26","3,51","0,55","70,2","31,2"
2267174a-89d5-4a2f-b211-953ac7f6a1a9,04,0401,040108,"viandes, œufs, poissons et assimilés",viandes cuites,abats,40403,"Rognon, boeuf, cuit",,718,171,718,171,"66,9",27,27,0,7,0,-,-,-,-,-,-,0,0,0,"1,31",0,traces,"1,29",-,-,0,0,0,0,0,"0,02","0,65","0,62",-,-,"0,011",-,0,0,436,"0,24",19,-,"0,56","9,5",10,12,"0,19",304,135,-,94,"3,1",0,0,"1,1","0,08",0,-,-,"0,43","2,97","6,5","2,34","0,66",83,26
097c6dba-42d4-48b0-86b6-60b98c52f0ed,04,0401,040108,"viandes, œufs, poissons et assimilés",viandes cuites,abats,40405,"Rognon, porc, cuit",,606,144,606,144,"68,7","25,4","25,4",0,"4,7",-,-,-,-,-,-,-,0,0,0,"1,3",0,traces,"1,51","1,55","0,38",0,0,0,0,"0,01","0,05","0,85","0,6",-,-,-,-,0,0,480,"0,2",13,-,"0,68","5,29",10,18,"0,15",240,143,-,80,"4,15",78,-,0,-,-,-,"10,6","0,4","1,59","5,79","2,87","0,46",41,"7,79"
4002e825-5bda-4101-abcc-6b43c39fa1fa,04,0401,040108,"viandes, œufs, poissons et assimilés",viandes cuites,abats,40406,"Rognon, agneau, braisé",,536,127,536,127,"70,5","23,7","23,7",0,"3,62",0,-,-,-,-,-,-,0,0,0,"1,29",0,traces,"1,23","0,77","0,67",-,-,-,-,"0,01","0,04","0,51","0,63",-,-,-,-,"0,06","0,04",565,"0,38",18,-,"0,37","12,4",10,20,"0,14",290,178,-,151,"3,8",137,-,0,"0,41",-,-,12,"0,35","2,07","5,99","2,04","0,12",81,"78,9"
77d1d1c1-6ae5-450c-85b7-2d0115a2a061,04,0401,040108,"viandes, œufs, poissons et assimilés",viandes cuites,abats,40408,"Rognon, veau, braisé ou sauté/poêlé",,701,167,701,167,"67,7",26,26,0,7,0,-,-,-,-,-,-,0,0,0,"0,29",0,traces,"2,14","1,36","0,94",-,-,-,-,-,-,-,-,-,-,-,-,-,-,396,"0,28",-,-,-,5,10,-,-,-,-,-,-,"4,9",260,-,0,"1,2",-,-,-,"0,5",-,"6,3","5,6","0,55",-,42
bea8bb37-e6ac-40ad-9990-e71a10dcb408,04,0401,040108,"viandes, œufs, poissons et assimilés",viandes cuites,abats,40601,"Abat, cuit (aliment moyen)",,682,162,682,162,"64,8","25,1","25,1","1,36","6,24","0,026",,,,,,,,"0,12",0,"1,66",0,0,"2,13","1,64","0,82","0,00027","0,00027","0,00027","0,001","0,0049","0,12","1,15","0,78","1,64","0,44","0,033","0,078","0,0052","0,0068",322,"0,6","9,73",,"4,93","6,54","11,6","17,8","0,18",263,252,"24,5",244,"4,23",3450,"34,3","0,77","0,39","1,4",,"10,3","0,2","1,34","9,44","2,89","0,52",238,"21,4"
5e9638f0-252b-4bcd-9fd9-55717741d474,04,0401,040108,"viandes, œufs, poissons et assimilés",viandes cuites,abats,40701,"Gésier, canard, confit, appertisé",,632,149,632,149,"63,4","32,4","32,4",0,"2,1","< 0,2","< 0,1",-,"< 0,1","< 0,1","< 0,1","< 0,1",< 1,< 1,0,"2,57",0,traces,"0,7","0,55","0,31","< 0,002","< 0,002","< 0,002","< 0,002","< 0,002","0,011","0,42","0,22","0,51","0,17","< 0,005","0,12","< 0,004","< 0,004",355,"1,92","8,5",-,"< 0,1","9,4",32,"18,3","< 0,1",126,214,37,766,6,< 2,< 30,"< 0,5","0,12",-,-,< 1,"0,14","0,2","3,6","0,3","0,12",< 20,"6,8"
20cb642e-de9a-4732-8b43-b640a68111f1,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6001,"Boeuf, côte, crue",,1040,251,1040,251,-,"18,7","18,7",traces,"19,6",-,-,-,-,-,-,-,-,0,0,"0,74",0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,16",11,-,-,"2,8","2,4",18,-,188,355,-,65,-,-,-,-,-,-,-,0,"0,08","0,17","4,5",-,"0,42","6,9","1,4"
5a0333ed-c4c6-4bd5-ba3e-e18e48865dd9,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6002,"Boeuf, épaule, crue",,703,168,703,168,69,"20,4","20,4",0,"9,64",0,0,-,0,0,0,0,-,0,0,"1,04",0,0,"4,02","4,62","0,51",0,0,0,0,0,"0,28","2,38","1,2","3,79","0,23","0,099","0,11","0,001",0,65,"0,17","7,38",-,"0,073","2,29","0,95","22,5","0,012",192,342,"7,25","67,5","5,46","8,67",0,"0,55","0,32","1,5",-,0,"0,057","0,19","5,38","0,77","0,5",5,"1,84"
d7797160-cf22-49a7-bca9-0c0228c4bf6f,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6003,"Boeuf, basse-côte, crue",,837,201,837,201,"65,8",19,19,"1,45","13,2","< 0,5",-,-,-,-,-,-,-,0,0,"0,85",0,0,"5,94","5,11","0,27",traces,traces,traces,"0,0033","0,0033","0,36","3,1","2,09","4,54","0,14","0,05","0,017","0,0017",traces,-,"0,17",-,-,-,"2,75",-,-,-,-,-,"8,68",68,"5,97",-,-,-,-,-,-,-,-,-,-,-,-,-,"1,22"
af2e76b5-a4ec-477a-9b4b-b3754f1fd562,04,0402,040201,"viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,6102,"Boeuf, gîte à la noix, cru",,622,148,622,148,"68,9","21,3","21,3",0,"7,05",0,0,-,0,0,0,0,-,0,0,"1,01",0,0,"2,72","3,67","0,32",0,0,0,"0,028","0,019","0,21","1,66","0,81","2,57","0,12","0,079","0,061",0,0,68,"0,14","10,3",-,"0,086","1,85","0,9",22,"0,012",185,334,"6,5","54,3","4,16",3,0,"0,4","0,29","1,4",-,0,"0,063","0,13","6,09","0,75","0,56",9,"1,45"
