"ingredient_id","name","portion","quantity","unit"
"6405bf2cb0da194777986191",Filet de merlu avec peau,pièce,200.0,g
"6405bf1ab9d07cd5d38d7967",Filet de merlu en croûte de pétales de maïs,pièce,150.0,g
"5d2456026bca36000c51c1cc",Filet de merlu en croûte de pétales de maïs,pièce,150.0,g
"6405bf8fb0da1947779862e8",Filet de perche du Nil,pièce,150.0,g
"5d03aaabe6881d00144e98d3",Filet de perche du Nil,pièce,150.0,g
"5af2be38ae08b5194415a20d",Filet de perche du Nil sans peau,pièce,150.0,g
"6405bf3eb0da1947779861d0",Filet de porc,pièce,200.0,g
"5e3bf6859ce22818eb199f8f",Filet de porc,pièce,200.0,g
"5e9063c95ecacd749e661d51",Filet de poulet,pièce,200.0,g
"6405bf28b9d07cd5d38d799c",Filet de poulet,pièce,200.0,g
"64073ba7df6297bb5beef0ff",Filet de poulet,pièce,200.0,g
"5e735f9577e50120590c05a5",Filet de poulet à la méditerranéenne,pièce,200.0,g
"6405bf32b9d07cd5d38d79bd",Filet de poulet à la méditerranéenne et à l'ail,pièce,220.0,g
"5c6ffcdbc445fa23d4707943",Filet de poulet aux épices méditerrannéenes,pièce,200.0,g
"5af2be9cae08b5194415a384",Filet de poulet mariné aux fines herbes,pièce,200.0,g
"5d3f155f265a5e000f76a20a",Filet de saumon,pièce,200.0,g
"6405bfd8b9d07cd5d38d7c10",Filet de saumon avec peau,pièce,200.0,g
"64073bd29c6d10cd16eab652",Filet de saumon avec peau,pièce,200.0,g
"5af2c173ae08b51b804e592b",Filet de saumon avec peau,pièce,200.0,g
"64073ef99c6d10cd16eab7d9",Filet de sébaste,pièce,200.0,g
"5b362c9430006c53516f4852",Filet de sébaste avec peau,pièce,200.0,g
"5af2be48ae08b5194415a24d",Filet de skrei sans peau,pièce,200.0,g
"64073c9b9c6d10cd16eab6e2",Filet de truite fumée à chaud,pièce,150.0,g
"5af2be6aae08b5194415a2c8",Filet de truite fumée à chaud,pièce,150.0,g
