"id","alim_grp_nom_fr","alim_ssgrp_nom_fr","alim_ssssgrp_nom_fr","alim_nom_fr","kcal","protein","carbohydrate","fat","sugars","fiber","saturated_fat","sodium","unit_id"
d3973d7f-e483-420d-9570-f51a5c1b8aac,"fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,"Tomate grappe, crue",20.1,0.5,3.03,0.5,2.6,1.5,0.01,0.013,1.0
e76c636a-b508-4b86-9097-3942f06ca47e,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Betterave rouge, cuite",42.8,1.44,7.13,0.4,6.7,2.5,0.15,0.23,1.0
"5105f743-5976-4449-aa84-4750c4d8db4d","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Bette ou blette, cuite",14.7,0.7,1.23,0.5,0.8,2.5,0.01,0.25,1.0
ef7386fd-3152-4d73-bac7-b6fc69c230a2,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Carotte, appertisée, égouttée",21.9,0.67,3.4,0.2,2.49,1.75,0.057,0.58,1.0
bf3a2a20-bde1-4866-8fde-06399fb14247,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Champignon, tout type, appertisé, égoutté",24.9,1.87,2.56,0.29,2.19,2.4,0.038,1.06,1.0
"466924a0-d869-46d8-91be-5d7ed2c17320",produits laitiers et assimilés,fromages et assimilés,fromages à pâte pressée,Fontina,381.0,25.1,0.0,31.1,0.0,0.0,19.2,2.0,1.0
a505e428-b3f7-4114-9dd2-3532f096a8fa,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Chou-fleur, cuit",20.9,1.6,1.6,0.46,1.59,2.0,0.097,0.017,1.0
acc8e33b-93f1-4c07-ae34-ef4170da8d05,produits laitiers et assimilés,fromages et assimilés,fromages à pâte pressée,Grana Padano,396.0,33.4,0.0,29.2,0.25,0.0,19.5,1.56,1.0
"94ba83a5-89f1-4de4-a69e-51e00179b0db","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Courgette, pulpe et peau, cuite",15.5,0.93,1.4,0.36,1.39,1.5,0.1,0.098,1.0
"2423c270-58fb-4531-9653-374960db5974",produits laitiers et assimilés,fromages et assimilés,fromages à pâte pressée,Fromage à pâte ferme environ 14% MG type Masdaam à teneur réduite en MG,238.0,28.4,0.0,13.8,0.0,0.0,8.9,2.06,1.0
ffcaf0f8-ee6f-4998-8f27-23c372f50e2e,produits laitiers et assimilés,fromages et assimilés,fromages à pâte pressée,Provolone,340.0,25.1,0.0,26.6,0.0,0.0,17.1,2.19,1.0
"8b391205-a1d8-4856-9547-42a8b4501b12","viandes, œufs, poissons et assimilés",charcuteries et assimilés,autres spécialités charcutières,"Boudin blanc, sauté/poêlé",,9.89,4.6,17.1,2.0,,6.6,1.64,1.0
"9cac9a15-9dae-4367-961b-881d3b433273",produits laitiers et assimilés,produits laitiers frais et assimilés,fromages blancs,Faisselle au coulis de fruits,,3.5,8.5,5.0,8.5,,3.4,0.077,1.0
"5eae2189-9996-4c49-9108-6b1ded0ae6e0",produits laitiers et assimilés,fromages et assimilés,fromages à pâte pressée,"Cantal, Salers ou Laguiole",378.0,24.8,0.0,31.0,0.5,0.0,24.2,2.15,1.0
d1867ea0-1f1a-4a1a-a690-32b95b0464eb,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Petits pois, appertisés, égouttés",81.5,5.12,10.7,0.8,3.59,5.75,0.15,0.64,1.0
"44b2667a-934e-4d78-8dfd-d1aa9e480165",produits laitiers et assimilés,fromages et assimilés,fromages à pâte pressée,Cheddar,399.0,23.6,0.0,33.8,0.0,0.0,19.5,1.61,1.0
"71ef9d65-726e-4dbb-b7d9-de7d3ea92471",entrées et plats composés,plats composés,plats de viande sans garniture,"Brochette de boeuf, cuite",139.0,21.9,0.33,5.2,,3.0,1.8,0.86,1.0
ad8979c2-290e-464c-aaf0-71af10355d1f,entrées et plats composés,plats composés,plats de viande sans garniture,"Brochette de volaille, cuite",137.0,23.1,1.39,4.0,,3.0,1.02,0.75,1.0
"3cc8c5b9-2942-4ab1-ac17-63dcae00b7d3",produits laitiers et assimilés,fromages et assimilés,fromages à pâte pressée,Edam,329.0,25.0,0.0,25.5,0.25,0.0,16.9,2.22,1.0
ccbb7a79-f038-4ba0-8415-4c95d07c440f,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Tomate, pelée, appertisée, égouttée",18.3,1.07,1.89,0.28,1.88,1.27,0.045,0.28,1.0
"2a14a4fd-be64-4f71-8284-66b45f352807","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Macédoine de légumes, appertisée, égouttée",40.4,2.32,5.59,0.28,1.73,3.16,0.076,0.61,1.0
"7a4585ef-953c-4226-97fc-d465f5333f4f",produits laitiers et assimilés,fromages et assimilés,fromages à pâte pressée,Mimolette vieille,397.0,33.3,0.0,28.8,0.2,0.0,19.0,3.68,1.0
d96e0954-424b-4a2a-8830-f100f1c9ef16,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Haricot vert, appertisé, égoutté",23.1,1.33,2.07,0.31,0.77,3.36,0.09,0.68,1.0
"72feed68-b3c2-45a2-b02b-85ca491fa994",produits laitiers et assimilés,fromages et assimilés,fromages à pâte pressée,"Mimolette, sans précision",308.0,24.4,0.0,23.4,0.25,0.0,16.8,2.84,1.0
"349af291-aafe-4ef8-b0f7-bd35e5fb04c4","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Maïs doux, appertisé, égoutté",106.0,2.82,18.4,1.68,5.16,3.1,0.26,0.59,1.0
b049eba8-49b8-4a5f-86a4-e13c9d7dbfe3,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Tomate, concentré, appertisé",99.2,4.4,17.1,0.53,13.3,4.2,0.093,0.27,1.0
"332f6a43-e028-4a42-9ce9-7938c67baec8","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Haricot vert, surgelé, cuit",36.3,1.95,5.1,0.19,1.23,3.3,0.042,0.0038,1.0
"68e9cfdc-d79d-4f00-8f22-13e5fed7979b","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Artichaut, cuit à la vapeur sous pression",47.3,2.63,3.24,0.3,1.9,10.9,0.01,0.068,1.0
"8fa07265-5b2b-44a6-b3a1-f0f28d0b171b",produits laitiers et assimilés,fromages et assimilés,fromages à pâte pressée,"Saint-Nectaire, fermier",355.0,21.8,0.0,29.8,0.5,0.0,19.8,1.08,1.0
c65aeff1-9b11-4159-aca2-25469e2fba3c,produits laitiers et assimilés,fromages et assimilés,fromages à pâte pressée,"Saint-Nectaire, sans précision",344.0,22.0,0.0,28.4,0.5,0.0,18.8,1.41,1.0
"76ef9187-d883-4552-a3f4-f1d95b51ca53","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Champignon de Paris ou champignon de couche, bouilli/cuit à l'eau",28.7,2.17,3.0,0.47,2.34,2.2,0.061,0.005,1.0
"689b8afe-f9fc-46a1-ab68-44ad3b9c8d8f","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Chou-fleur, surgelé, cuit",18.0,1.61,1.05,0.22,1.03,2.7,0.034,0.045,1.0
"8e9e5bb7-921b-4194-97fa-135c1764318a","viandes, œufs, poissons et assimilés",viandes cuites,agneau et mouton,"Agneau, gigot, braisé",222.0,35.2,0.0,9.03,,0.0,3.46,,1.0
"704aec45-f1d5-4dc9-aebf-128a9c1eb3eb",produits laitiers et assimilés,fromages et assimilés,fromages à pâte pressée,Tomme ou tome de montagne ou de Savoie,364.0,25.0,0.0,29.1,0.2,0.0,19.8,1.23,1.0
c8ec0abe-7a5f-4939-a3c7-61a3aeff8c82,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Panais, cuit",67.8,1.32,13.4,0.3,4.8,3.6,0.05,0.025,1.0
bd823414-beee-477f-aa95-a866ce5ba649,produits laitiers et assimilés,fromages et assimilés,fromages à pâte pressée,"Tomme ou tome, allégée en matière grasse, environ 13% MG",231.0,30.4,0.0,12.1,0.0,0.0,8.44,1.84,1.0
"4c31ef6b-7032-4d7c-b891-079e9773b841",produits laitiers et assimilés,fromages et assimilés,fromages à pâte pressée,Asiago,356.0,31.4,0.0,25.6,0.0,0.0,15.9,1.9,1.0
"4f542d89-bd90-4bd8-a03f-d9465133b4ed","viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, tende de tranche, rôtie/cuite au four",146.0,29.8,0.0,3.03,,0.0,1.03,,1.0
"2eb920b6-1532-4f93-94d7-132fee9fd86e","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Artichaut, coeur, appertisé, égoutté",26.0,1.8,2.31,0.5,1.2,3.2,0.01,0.78,1.0
"75963897-1317-4ccb-be76-38df3b0bf6c3","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Artichaut, fond, appertisé, égoutté",25.2,1.2,3.02,0.5,0.8,2.6,0.01,0.73,1.0
"3f96afe2-3119-4198-941c-606ed52e4985","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Carotte, surgelée, cuite",32.9,0.58,4.52,0.68,4.08,3.3,0.12,0.15,1.0
"64472e7c-254d-42f7-b21f-10b4c7f97c1a","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Champignon, lentin comestible ou shiitaké, cuit",60.9,1.56,12.3,0.22,3.84,2.1,0.05,0.01,1.0
"9c4dad61-6dca-45fd-bf52-e1b800953ed5","viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, collier, braisé",184.0,33.0,0.0,5.8,,0.0,1.97,,1.0
"6b5fdfe8-5f62-42f8-96fe-515a6149b4b7","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Pois mange-tout ou pois gourmand, bouilli/cuit à l'eau",30.5,2.25,3.39,0.3,2.3,2.8,0.08,0.013,1.0
"4a101b47-aa83-4d45-aad9-bbe51232f70b","viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Boeuf, queue, bouillie/cuite à l'eau",196.0,28.0,0.0,9.3,,0.0,3.72,,1.0
d855177f-4949-4813-b702-02ffb58436fa,"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Veau, carré, sauté/poêlé",171.0,28.0,0.0,6.6,,0.0,2.64,,1.0
cf25270f-0b78-4b09-9a60-a8d3865baa83,"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Veau, noix, grillée/poêlée",147.0,29.1,0.0,3.44,,0.0,1.06,,1.0
"42910b32-7ab5-450a-9e89-ab0dfddb11d4","viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Veau, noix, rôtie",147.0,29.1,0.0,3.44,,0.0,1.06,,1.0
"45e64a59-0d33-4639-a3e8-00fe2d73cc98","viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Veau, épaule, grillée/poêlée",166.0,27.6,0.0,6.17,,0.0,2.07,,1.0
"2de7c144-b15a-405e-9cde-db39d9d44787","viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Veau, épaule, braisée ou bouillie",219.0,36.4,0.0,8.14,,0.0,2.91,,1.0
bb097e55-5416-47d4-bc8f-81dfce6f857b,"viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Veau, jarret, braisé ou bouilli",207.0,37.4,0.0,6.43,,0.0,1.95,,1.0
a96ded59-a922-427a-a8a8-2c8f61cb81cf,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Légumes (3-4 sortes en mélange), purée",61.8,1.94,4.25,3.4,2.4,3.3,2.17,0.63,1.0
"1da68391-58ba-423a-9826-9531ded261d7","viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Veau, tête, bouillie/cuite à l'eau",187.0,21.0,0.0,11.4,,0.0,4.18,,1.0
"8ab9469a-8231-4d9b-a101-1185c1a09b4f","viandes, œufs, poissons et assimilés",viandes cuites,bœuf et veau,"Veau, collier, braisé ou bouilli",233.0,34.9,0.0,10.4,,0.0,3.5,,1.0
"048a1636-b8f1-41c1-9172-55b832798922","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Carotte, purée",31.5,0.88,5.06,0.3,4.8,3.1,0.01,0.13,1.0
"39cef682-d732-4b06-a84c-d8160f73beb5","viandes, œufs, poissons et assimilés",viandes cuites,agneau et mouton,"Agneau, côte filet, grillée/poêlée",157.0,26.3,0.0,5.78,,0.0,2.21,,1.0
a58e107b-abbe-4eba-a520-1a7bf388bf26,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Tomate, double concentré, appertisé",92.8,3.73,17.0,0.29,16.5,3.62,0.0,0.93,1.0
"11f9b979-dd23-41a3-ae7f-c068d83545e0","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Macédoine de légumes, surgelée, pré-cuite (à recuire)",54.5,3.48,6.8,0.28,3.35,5.45,0.0,0.045,1.0
"2e73bd6c-7b40-4f20-8808-778876cdbec8",aides culinaires et ingrédients divers,herbes,herbes séchées,"Basilic, séché",244.0,23.0,10.1,4.07,1.71,37.7,2.16,0.19,1.0
"6ab74116-a647-4ef3-b12f-31bf89f7e896","viandes, œufs, poissons et assimilés",viandes cuites,agneau et mouton,"Agneau, gigot, grillé/poêlé",174.0,27.6,0.0,7.08,,0.0,2.63,,1.0
"6a48472b-9bc3-48d8-8f30-6040cc99c56b","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Asperge blanche, bouillie/cuite à l'eau",18.6,1.44,1.63,0.3,1.2,1.3,0.1,0.013,1.0
"04eeb885-b272-41cf-a626-f60842dc257e","viandes, œufs, poissons et assimilés",charcuteries et assimilés,quenelles,"Quenelle nature, crue",217.0,7.68,14.8,13.7,2.15,2.15,,1.04,1.0
"0d263aad-8542-4000-ba25-897a9968b082","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Tomate, pulpe et peau, rôtie/cuite au four",31.1,0.88,4.13,0.6,3.7,2.2,0.14,0.013,1.0
"8315a2ba-8236-4e4f-b520-1a8d5119cb50","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Chou romanesco ou brocoli à pomme, cuit",35.8,3.0,2.03,0.8,1.6,4.3,0.27,0.013,1.0
a57a97fe-527a-4a84-bb60-804ff460e97c,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Potimarron, pulpe, cuit à l'étouffée",44.8,1.31,7.05,0.5,4.5,3.3,0.14,0.013,1.0
fed5c1c5-4335-4226-b13a-4adafdbe1535,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Courge musquée, pulpe, cuite",30.7,1.06,5.24,0.5,4.0,1.8,0.01,0.013,1.0
b48f76b4-abed-4213-8a39-41b300cec612,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Carotte, purée cuisinée à la crème, préemballée",44.4,1.44,4.57,1.6,4.39,3.0,0.99,0.53,1.0
"7f279b52-ba02-4760-b2b7-db14e50ef59e","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Asperge verte, bouillie/cuite à l'eau",26.6,2.69,1.73,0.3,1.3,2.2,0.07,0.013,1.0
be6182f5-d1c0-4051-970d-4b2968cfa0b8,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Aubergine, pulpe et peau, rôtie/cuite au four",33.8,1.31,3.83,0.3,3.4,1.9,0.01,0.013,1.0
"114f1109-f828-4838-90e9-523220bc907d","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Bette ou blette, côte et feuille, bouillie/cuite à l'eau",16.9,0.88,1.43,0.3,1.0,2.5,0.1,0.19,1.0
fa58dbc6-58f8-4e7d-ba24-be306a44882b,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Brocoli, bouilli/cuit à l'eau, croquant",23.5,2.5,1.23,0.4,0.8,2.6,0.1,0.043,1.0
"87d3f565-29f9-471c-9066-2650e27c30bf","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Brocoli, bouilli/cuit à l'eau, fondant",23.1,2.19,1.03,0.5,0.6,3.0,0.14,0.033,1.0
"9563d9d0-c13c-4188-9fd8-f7042714636e","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Brocoli, cuit à la vapeur",37.6,4.13,2.53,0.7,1.5,2.2,0.25,0.04,1.0
adeb8289-2810-4574-a27d-4cd84b6fea01,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Carotte, bouillie/cuite à l'eau, croquante",35.7,0.75,6.33,0.3,5.9,3.2,0.01,0.11,1.0
"5a94733b-b031-4d10-b0bf-a1b6f3213f67","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Carotte, bouillie/cuite à l'eau, fondante",31.6,0.5,5.73,0.3,5.1,3.3,0.01,0.12,1.0
da91ca4f-1bd6-4cc8-8a11-5e1ce4b85d31,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Carotte, cuite à la vapeur",41.6,0.63,7.33,0.3,6.9,3.7,0.07,0.11,1.0
aa01cf02-1a53-4bab-a39c-7bf4be590011,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Chou blanc, bouilli/cuit à l'eau",23.5,1.0,3.23,0.3,2.8,2.7,0.01,0.018,1.0
e9fbcc92-7777-4c0d-bf9d-09cb01466762,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Chou de Bruxelles, bouilli/cuit à l'eau",45.4,3.19,5.4,0.3,4.1,4.8,0.01,0.023,1.0
"4f4d699c-6fbf-4c35-8087-310e0998159f","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Chou rouge, cuit à l'étouffée",34.9,1.19,5.7,0.3,4.5,3.0,0.01,0.033,1.0
f04ff3de-32b5-4801-904b-8808711fec8e,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Chou vert, bouilli/cuit à l'eau",21.6,1.63,1.83,0.3,1.4,3.3,0.01,0.013,1.0
b9dcaf59-2cf8-4014-8af7-0dacb7951426,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Chou-fleur, cuit à la vapeur",30.1,2.56,3.41,0.3,2.4,1.8,0.09,0.013,1.0
"5c06fe2b-933e-46fe-b397-1e04c512b87b","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Courgette, pulpe et peau, rôtie/cuite au four",23.0,1.5,3.13,0.3,2.7,1.7,0.01,0.013,1.0
b8f31205-e222-4035-a873-82b6dbc43a21,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Céleri branche, cuit à l'étouffée",16.7,0.75,2.48,0.3,1.7,1.5,0.01,0.35,1.0
"5c2e2d1c-f125-48ec-ac14-be7888fca467","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Céleri rave, bouilli/cuit à l'eau",26.2,0.94,4.32,0.3,1.2,2.6,0.09,0.093,1.0
"30900c5d-2398-4107-a535-9931a3105b8c","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Endive, rôtie/cuite au four",23.5,1.13,4.38,0.3,3.2,0.5,0.01,0.013,1.0
d93deee2-79ea-443d-aad0-86577d2468b4,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Fenouil, cuit à l'étouffée",13.7,0.5,1.94,0.3,1.3,1.8,0.01,0.028,1.0
"68c6c7ce-5495-4d06-9a9c-e68afd5fed36","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Haricot beurre, bouilli/cuit à l'eau",34.6,2.19,4.45,0.3,2.2,2.7,0.09,0.013,1.0
"49e6a4b9-e87a-4f72-9a59-3c16335fb4ec",aides culinaires et ingrédients divers,herbes,herbes fraîches,"Ail, sauté/poêlé, sans matière grasse",130.0,6.0,22.0,0.4,1.0,5.8,0.2,0.013,1.0
"9f0c0d54-f500-4c53-b1f4-6989497a7545","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Oignon blanc ou jaune, sauté/poêlé sans matière grasse",40.2,1.56,6.73,0.3,5.0,2.8,0.01,0.013,1.0
"99332e7d-7bd6-4322-98b3-f8115625aa5c","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Oignon nouveau ou oignon frais ou cébette, sauté/poêlé sans matière grasse",27.6,1.13,3.56,0.3,2.8,3.1,0.09,0.013,1.0
"5fbd3297-10d9-4720-b581-2cf5a57f39a9","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Oignon rouge, sauté/poêlé sans matière grasse",42.4,1.69,7.55,0.3,6.7,2.1,0.01,0.013,1.0
"57f685bc-e2cb-4973-8b6c-66b23af43ac4","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Panais, cuit à l'étouffée",90.8,1.94,16.6,0.5,6.2,5.6,0.13,0.018,1.0
dec26c92-1734-474a-8ebd-7ff579ff04e1,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Petits pois, bouillis/cuits à l'eau",80.3,6.38,9.93,0.6,1.6,4.8,0.15,0.023,1.0
"51b96535-1521-4444-9508-ed106ae69a4b","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Poireau, bouilli/cuit à l'eau",27.4,2.56,2.23,0.3,1.8,3.4,0.01,0.013,1.0
"459147f4-16aa-45cc-8ed3-83e49efe142f","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Poivron jaune, sauté/poêlé sans matière grasse",35.8,1.0,5.33,0.6,4.9,2.2,0.19,0.013,1.0
"6dbfa6b3-206c-4764-9847-be67229ee58f","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Poivron rouge, sauté/poêlé sans matière grasse",35.7,0.94,6.53,0.3,6.1,2.0,0.01,0.013,1.0
fd732269-d479-4cac-bc15-9276de46f232,"fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,"Poivron vert, sauté/poêlé sans matière grasse",28.6,1.25,3.53,0.3,3.1,3.0,0.1,0.013,1.0
