"id","alim_grp_nom_fr","alim_ssgrp_nom_fr","alim_ssssgrp_nom_fr","alim_nom_fr","kcal","protein","carbohydrate","fat","sugars","fiber","saturated_fat","sodium","unit_id"
e72b77e4-fa6d-4972-b318-4d268dc05a27,"viandes, œufs, poissons et assimilés",poissons crus,"","Thon albacore ou thon jaune, cru",108.0,25.0,0.0,0.94,0.0,0.0,0.17,0.11,1.0
"5462cd4a-6f5c-4aa2-b3d5-47bc92e32202","viandes, œufs, poissons et assimilés",poissons crus,"","Grenadier (de roche), cru",68.9,15.4,0.0,0.81,0.0,0.0,0.11,0.24,1.0
"198efb44-a563-45cd-be64-0b6fe1df0320","viandes, œufs, poissons et assimilés",poissons crus,"","Lieu jaune ou colin, cru",75.5,17.7,0.0,0.51,0.0,0.0,0.07,0.29,1.0
"8d7c3772-1ba7-4a3f-996f-4a6b4ae54061","viandes, œufs, poissons et assimilés",poissons crus,"","Julienne ou Lingue, crue",80.8,19.2,0.0,0.44,0.0,0.0,0.11,0.26,1.0
d99e1830-c7d4-45b1-822b-1f3d7504082d,"viandes, œufs, poissons et assimilés",mollusques et crustacés cuits,"","Crevette grise, cuite",89.9,18.3,1.47,1.2,,0.0,0.31,1.15,1.0
"725b2393-73a8-4b7e-ae20-6e500081f598","viandes, œufs, poissons et assimilés",mollusques et crustacés cuits,"","Coquille Saint-Jacques, noix et corail, cuite",110.0,20.2,3.22,1.77,0.3,0.0,0.32,0.46,1.0
"26162932-88f1-49d1-882b-1ebb4ac264ef","viandes, œufs, poissons et assimilés",mollusques et crustacés cuits,"","Crevette, cuite",93.8,19.0,1.87,1.16,0.25,0.0,0.31,1.35,1.0
be98bfc6-c38d-43ff-960c-24dfe00dda96,eaux et autres boissons,boisson alcoolisées,liqueurs et alcools,"Eau de vie, type calvados",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"2d2519e8-473d-49f6-85b9-185a03ed8523","viandes, œufs, poissons et assimilés",mollusques et crustacés cuits,"","Homard, bouilli/cuit à l'eau",90.9,19.6,0.11,1.32,0.0,0.0,0.21,0.9,1.0
f881f77c-2e83-4413-8dd6-7e293b5f8074,"viandes, œufs, poissons et assimilés",mollusques et crustacés cuits,"","Langouste, bouillie/cuite à l'eau",106.0,21.8,1.3,1.52,0.0,0.0,0.26,0.46,1.0
a81e35e4-f149-4076-86e7-e8da90284269,"viandes, œufs, poissons et assimilés",mollusques et crustacés cuits,"","Crabe ou Tourteau, bouilli/cuit à l'eau",124.0,19.5,1.79,4.29,0.0,0.0,0.55,1.23,1.0
d4cbfadb-9393-471e-af76-644dbc500c66,"viandes, œufs, poissons et assimilés",mollusques et crustacés cuits,"","Clam, Praire ou Palourde, bouilli/cuit à l'eau",99.2,16.2,5.33,1.48,0.0,0.0,0.14,1.56,1.0
"8b6cc44e-1687-43ea-a253-1303f0f145f4","viandes, œufs, poissons et assimilés",mollusques et crustacés crus,"","Homard, cru",85.5,17.9,0.94,1.15,0.0,0.0,0.13,0.9,1.0
"80933767-e5cf-4090-a44d-c37cf3ecaebe","viandes, œufs, poissons et assimilés",mollusques et crustacés cuits,"","Écrevisse, cuite",73.5,16.3,0.56,0.7,0.25,0.0,0.17,0.21,1.0
d7412fc4-ff97-4b34-899c-7983adc39d1c,"viandes, œufs, poissons et assimilés",mollusques et crustacés cuits,"","Moule, bouillie/cuite à l'eau",108.0,17.2,5.12,2.09,,0.0,0.37,0.8,1.0
"1ccaf02d-8a41-4dd5-a050-765c865da1ec","viandes, œufs, poissons et assimilés",mollusques et crustacés cuits,"",Fruits de mer (aliment moyen),104.0,18.9,3.06,1.76,0.12,0.00092,0.35,1.1,1.0
b967f0a5-373e-4d51-a563-de5bb30f2c18,"viandes, œufs, poissons et assimilés",mollusques et crustacés cuits,"","Calmar ou calamar ou encornet, bouilli/cuit à l'eau",149.0,32.5,1.64,1.4,,0.0,0.24,1.86,1.0
"50fe114e-8fc7-4318-9ada-32135bed76df","viandes, œufs, poissons et assimilés",mollusques et crustacés cuits,"","Calmar ou calamar ou encornet, frit ou poêlé avec matière grasse",173.0,17.9,8.45,7.48,,0.0,1.88,0.77,1.0
"225afbd8-adc0-43ae-a70a-1412cf515d83","viandes, œufs, poissons et assimilés",poissons crus,"","Perche, crue",82.2,17.9,0.0,1.19,0.0,0.0,0.28,0.14,1.0
"5b2c3417-579c-4d98-9571-6f776563662d","viandes, œufs, poissons et assimilés",mollusques et crustacés cuits,"","Poulpe, cuit",156.0,29.8,4.4,2.08,0.0,0.0,0.45,1.15,1.0
bb473811-5fa4-4191-aae9-edc4c09a69f5,"viandes, œufs, poissons et assimilés",mollusques et crustacés cuits,"","Fruits de mer, cuits, surgelés",79.5,13.5,2.83,1.57,0.0,0.0,0.45,0.99,1.0
"9d195486-3283-4af3-ad51-27f3e617bdb9","viandes, œufs, poissons et assimilés",mollusques et crustacés cuits,"","Escargot, sans matière grasse ajoutée, cuit",80.0,16.6,0.23,1.4,0.3,0.0,0.31,0.27,1.0
"060f2c23-6f58-4b40-9a06-e57c86106214","viandes, œufs, poissons et assimilés",poissons crus,"","Esturgeon, cru",123.0,17.7,0.0,5.84,0.0,0.0,1.34,0.12,1.0
"5d596b1c-079d-45d0-913e-f3917e44861d","viandes, œufs, poissons et assimilés",mollusques et crustacés crus,"","Calmar ou calamar ou encornet, cru",77.0,14.4,2.17,1.19,0.0,0.0,0.28,0.61,1.0
"04665708-6458-4da3-b3fb-e484583e9ba5","viandes, œufs, poissons et assimilés",mollusques et crustacés crus,"","Coquille Saint-Jacques, noix et corail, crue",83.0,17.0,0.78,1.31,0.5,0.0,0.19,0.48,1.0
"49f7c197-2ed4-412c-b21d-e407fceeae0f","viandes, œufs, poissons et assimilés",mollusques et crustacés crus,"","Escargot, cru",77.9,16.1,1.29,0.92,0.0,0.0,0.19,0.35,1.0
"396688f9-17bd-4cc7-93d7-adebcddcb0ab","viandes, œufs, poissons et assimilés",mollusques et crustacés crus,"","Moule commune, crue",71.8,11.2,2.69,1.82,0.0,0.0,0.45,0.85,1.0
cf8964d8-2bb7-4633-99f0-bede49248084,"viandes, œufs, poissons et assimilés",mollusques et crustacés crus,"","Langouste, crue",86.9,17.7,1.07,1.34,0.0,0.0,0.25,0.45,1.0
f1e863db-4770-4bcc-a7c6-af2f364a46bd,"viandes, œufs, poissons et assimilés",poissons crus,"","Anguille, crue",232.0,16.1,0.0,18.6,0.0,0.0,3.89,0.16,1.0
"8e7a9c82-1034-49a2-ab14-06c45d4e2582","viandes, œufs, poissons et assimilés",poissons crus,"","Pangasius ou Poisson-chat, cru",65.2,13.5,0.0,1.27,0.0,0.0,0.47,0.68,1.0
e809fbf5-0eff-4009-bb5e-1c2bb70848ae,"viandes, œufs, poissons et assimilés",poissons crus,"","Tilapia, cru",91.6,18.1,0.0,2.13,0.0,0.0,0.56,0.071,1.0
"9fa2cef3-d791-4827-9b20-dd1239586984","viandes, œufs, poissons et assimilés",poissons crus,"","Truite saumonée, crue",143.0,19.2,0.0,7.4,0.0,0.0,1.2,0.2,1.0
"943ce67f-e779-4d3c-910e-1bd9af8585cd","viandes, œufs, poissons et assimilés",poissons crus,"","Lotte de rivière, crue",77.0,17.8,0.0,0.66,0.0,0.0,0.17,0.22,1.0
e20e3f33-efad-455a-850a-0f54bcc10120,"viandes, œufs, poissons et assimilés",mollusques et crustacés crus,"","Poulpe, cru",60.1,12.9,0.97,0.5,0.0,0.0,0.16,0.68,1.0
"73a40e59-2727-4531-ad9d-164e7629ee0f","viandes, œufs, poissons et assimilés",mollusques et crustacés crus,"","Bulot ou Buccin, cru",131.0,23.8,7.61,0.57,0.0,0.0,0.031,0.52,1.0
b30f9100-51da-4e52-9413-2c0398bd45fd,"viandes, œufs, poissons et assimilés",mollusques et crustacés crus,"","Crevette, crue",99.0,19.7,3.21,0.84,0.0,0.0,0.19,0.45,1.0
fa0d7c8a-aec7-4fec-8448-a31a9b68cb02,"viandes, œufs, poissons et assimilés",mollusques et crustacés crus,"","Langoustine, crue",89.8,19.1,1.53,0.79,0.0,0.0,0.21,0.72,1.0
dde255d8-5b9b-4392-8dfd-0736acf06359,"viandes, œufs, poissons et assimilés",mollusques et crustacés crus,"","Huître creuse, crue",67.2,8.64,3.86,1.91,0.0,0.0,0.34,1.41,1.0
ed2790cb-8ff6-4b41-82d5-4fc91e08a94e,"viandes, œufs, poissons et assimilés",mollusques et crustacés crus,"","Huître plate, crue",53.5,10.2,1.16,0.9,0.0,0.0,0.17,1.28,1.0
"2dfd89f5-d69d-4ece-bda0-5601221f78e8","viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Langoustine, panée, frite",282.0,10.9,29.0,13.6,0.0,0.0,1.5,1.65,1.0
f1bcf886-2fda-4637-abd6-0a9022bd2aa8,"viandes, œufs, poissons et assimilés",mollusques et crustacés crus,"","Crabe, cru",104.0,19.5,0.027,2.86,0.0,0.0,0.47,0.69,1.0
"1652de89-93bf-4c3b-a49f-5ec59d1f0fc7","viandes, œufs, poissons et assimilés",mollusques et crustacés crus,"","Ormeau, cru",99.6,14.4,8.69,0.83,0.0,0.0,0.15,0.47,1.0
d6d5a59f-9627-4880-8370-d05c462a5295,"viandes, œufs, poissons et assimilés",mollusques et crustacés crus,"","Coquille Saint-Jacques, noix, crue",83.6,17.9,1.15,0.84,0.0,0.0,0.094,0.34,1.0
a57492be-e543-40c6-b8cb-e86cabbbd028,"viandes, œufs, poissons et assimilés",mollusques et crustacés crus,"","Pétoncle ou Peigne du Pérou, noix, crue",88.7,17.5,3.1,0.7,0.0,0.0,0.3,0.38,1.0
a6dc422c-4b72-48c9-b34f-d39b4129346a,"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Rillettes de crabe, préemballées",192.0,12.2,3.5,13.6,1.6,3.5,1.1,1.11,1.0
f0797302-8ca1-4427-bdd1-3d5eecc7037e,aides culinaires et ingrédients divers,épices,"","Cardamome, poudre",321.0,10.8,40.5,6.7,,28.0,,0.045,1.0
"9e218670-5430-4a3e-a5f9-d4270f829875","viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Rillettes de poisson, préemballées",243.0,13.9,0.3,20.7,0.3,0.0,4.24,0.96,1.0
e1f679bc-0784-4b69-8a60-774252dcad33,"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Rillettes de saumon, préemballées",237.0,15.1,2.0,18.4,0.9,1.6,2.4,1.3,1.0
"6ba61af1-4f23-4156-a6d6-471d05542aba",produits sucrés,céréales de petit-déjeuner,"","Muesli croustillant, au quinoa",,10.9,71.2,10.7,,3.4,4.09,0.057,1.0
"6e3e7fb4-75d3-4ae2-a331-a2b0e888d39a","viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Rillettes de thon, préemballées",199.0,16.4,1.65,13.8,1.2,1.4,1.1,1.24,1.0
a9e5f699-025f-40db-9c78-e575c4afe864,"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Terrine de poisson, préemballée",171.0,11.0,5.5,11.4,0.2,1.4,4.0,1.25,1.0
f837eba4-6e31-40de-b41f-dec542f02fd1,"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Terrine de fruits de mer, avec ou sans poisson, préemballée",188.0,8.4,6.5,14.0,1.2,1.3,3.4,1.48,1.0
d5f3d2ce-aa84-4e90-ba74-a84a56201e86,"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Tarama, préemballé",534.0,6.75,3.19,54.8,0.75,0.74,4.61,1.69,1.0
"7c285ae6-4b5e-4ae7-ad3b-c3c48b446d8b","viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Calmar ou Calamar ou encornet, à la romaine (beignet)",252.0,8.69,21.2,14.4,2.58,1.66,1.77,2.13,1.0
"0f4abf1d-c8f1-42a8-88b8-b63e56cfce78","viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Crabe, miettes et ou pattes décortiquées, appertisé, égoutté",111.0,14.8,8.72,1.8,0.6,0.33,0.23,1.59,1.0
"4a30c8cb-f3fd-408d-80a2-c66648e1683e","viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"",Beignet de crevette,222.0,6.5,26.0,10.0,11.0,1.0,0.5,1.9,1.0
f2faaeb2-bb43-4e4e-b40d-8d98067e5f1c,"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Moule, appertisée, égouttée",102.0,14.6,5.93,2.2,0.5,0.0,0.54,1.6,1.0
"90f7ff4f-9710-44ff-9aee-ee81c9b46bb4","viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Escargot en sauce au beurre persillé, préemballé, cuit",277.0,12.9,2.26,23.7,1.02,1.69,14.8,1.66,1.0
"7aef1046-ff21-45e5-bf9a-17c6698ea4eb","viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Moules à la sauce catalane ou escabèche (tomate), appertisée, égouttée",145.0,12.5,5.0,7.9,3.7,2.0,0.91,1.73,1.0
d9debf2a-bce2-4aee-8357-611117804671,"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"",Accra de poisson,275.0,12.4,15.1,17.6,2.55,3.0,2.3,1.24,1.0
"39deb103-d500-45e7-9adf-6b05c51923f4","viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"",Carpaccio de saumon avec marinade,194.0,19.8,0.22,12.7,0.0,0.0,2.44,0.098,1.0
"7f0cd80d-c50f-473e-95ca-5f8d74d4de2b","viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Oeufs de lompe, semi-conserve",111.0,10.4,1.0,7.27,0.0,0.0,1.97,4.87,1.0
a7b3a3bd-f82f-430f-b361-403b31b0bfb1,"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"",Hareng mariné ou rollmops,211.0,13.7,8.0,13.8,1.9,0.0,2.51,2.56,1.0
"3623476a-8c51-4cd7-96e8-082ee4cf04ff","viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Limande-sole, panée, frite",206.0,16.7,11.9,10.2,1.0,0.0,1.3,0.69,1.0
"2b57df0a-6117-4f23-a530-e862511891d1","viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Pilchard, sauce tomate, appertisé, égoutté",167.0,13.0,3.99,11.0,1.0,0.0,2.35,1.0,1.0
eee9352e-3725-4443-9ebd-5b207000dcef,"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Poisson, croquette ou beignet ou nuggets, frit",255.0,13.2,18.4,13.7,1.6,2.5,1.69,1.04,1.0
"6f46bd4b-7b3c-47c4-ba7f-baecbcea7ba7","viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Poisson pané, surgelé, cru",162.0,11.0,16.1,5.73,2.2,0.9,1.3,0.69,1.0
"61aedfc8-35b0-4d4a-ba53-440a918bb7e9","viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Poisson pané, frit",193.0,11.9,13.4,10.0,1.1,0.9,2.15,0.84,1.0
"9624aa3a-1c1d-4e90-8d3a-f5b40625d6d2","viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Sardine, à l'huile, appertisée, égouttée",207.0,24.4,0.49,12.0,0.0,0.0,2.56,0.75,1.0
d6200143-ed45-4c04-872d-3f1bbf5a8a2c,"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Sardine, sauce tomate, appertisée, égouttée",193.0,20.2,1.38,11.6,0.7,1.05,3.04,0.7,1.0
eaf8d081-d84d-44f0-9c1d-ce0d3e7b8447,"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Thon, au naturel, appertisé, égoutté",111.0,26.8,0.0,0.4,0.0,0.0,0.086,0.74,1.0
"0c65fc84-e038-46d2-8f8a-37394e5b5795","viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Sardine, à l'huile d'olive, appertisée, égouttée",202.0,24.3,1.06,11.2,0.0,0.0,3.13,0.73,1.0
"30e8e5f2-d772-4c28-ab0b-700748f63f2b","viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Surimi, bâtonnets, tranche ou râpé saveur crabe",125.0,8.31,11.8,4.92,2.1,0.33,0.46,1.58,1.0
aefb006d-ac55-4425-b9de-37e31f95a573,"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Maquereau, filet sauce tomate, appertisé, égoutté",227.0,17.7,1.94,16.3,0.94,1.02,2.92,0.64,1.0
b79a4d7a-797c-466e-b31a-acc89dc9e206,"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Maquereau, filet sauce moutarde, appertisé, égoutté",217.0,20.8,1.09,14.2,0.8,0.58,3.92,1.01,1.0
"687d9ff7-086e-43fa-955d-979731da75ce","viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Maquereau, filet au vin blanc, appertisé, égoutté",207.0,17.8,2.25,14.1,0.5,0.0,2.92,0.97,1.0
"7f04953d-9841-4497-ab5d-1722e636ee8f",produits sucrés,confitures et assimilés,"",Confiture d'abricot (extra ou classique),247.0,0.5,59.7,0.3,56.8,1.1,0.041,0.013,1.0
bf2dcf08-2482-49c3-9347-74b1d7be792a,"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Maquereau, au naturel, appertisé, égoutté",189.0,21.6,0.0,11.4,0.0,0.0,2.73,1.21,1.0
"4d7924d2-b729-4fbf-92b1-1aacd66cdc76","viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Merlan, pané",190.0,12.6,13.0,9.57,1.7,0.9,1.1,0.64,1.0
"87ebf3a0-452f-4ea1-98fa-d0cc7c0f2e40","viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Carrelet ou plie, pané, frit",242.0,13.4,8.86,16.8,,1.0,2.0,0.66,1.0
d2bcd8db-c40e-4b9e-a976-e1b8a1c7edb3,"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Anchois au sel (anchoité, semi-conserve)",128.0,25.0,0.0,3.1,0.0,0.0,0.82,9.01,1.0
"85c39501-68f9-4205-93b1-001b86c7d5fe","viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Thon germon ou thon blanc, à l'huile d'olive, appertisé, égoutté",192.0,31.3,1.01,6.95,0.0,0.0,1.41,0.67,1.0
a8c635e0-b000-47ef-874f-e486e514f88c,"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Thon albacore ou thon jaune, au naturel, appertisé, égoutté",128.0,26.6,0.58,1.98,0.094,1.5,0.71,0.71,1.0
b4030a20-7b4a-4437-8352-2ef79bea3fb6,"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Anchois commun, mariné, préemballé",136.0,23.9,2.7,3.26,0.0,0.0,1.04,5.58,1.0
b8f8b2f1-ea15-47c4-b720-ee15f2edd153,"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Sardine, filets sans arêtes à l'huile d'olive, appertisés, égouttés",213.0,21.5,0.62,13.9,0.0,0.0,3.16,0.7,1.0
"7fe7040d-a09d-44d9-b2d2-dd6d9bc9103f","viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Surimi, fourré au fromage",149.0,6.6,9.24,9.3,2.8,1.0,3.84,1.72,1.0
df3324c7-a2f2-474d-870c-4cd3af4163fe,"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Thon à la tomate, miettes, appertisées, égouttées",130.0,14.6,4.33,5.93,3.33,0.58,0.83,1.22,1.0
ac5123be-d5b3-4d2f-a77d-3e11bd4e5be7,"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Thon, à la catalane ou à l'escabèche (sauce tomate), appertisé",142.0,10.8,5.05,8.6,2.93,1.5,0.67,1.0,1.0
b9b31768-d858-4a22-b8ec-9c4d66e22ee4,"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Thon à l'huile de tournesol, miettes, appertisées, égouttées",227.0,23.4,0.0,14.8,0.25,0.0,1.62,0.85,1.0
"512f3025-7a17-4947-86ae-51e408c4048a","viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,"","Oeufs de saumon, semi-conserve",224.0,30.8,1.5,10.5,0.2,0.0,2.05,2.34,1.0
"9ee1867a-35b9-44c3-aaa4-f642bb12d71e","viandes, œufs, poissons et assimilés",substitus de produits carnés,"","Protéine de soja texturée, réhydratée",150.0,20.4,7.03,2.9,3.65,5.61,0.47,0.013,1.0
"10cf6011-0450-4496-a027-2c93ef797195","viandes, œufs, poissons et assimilés",substitus de produits carnés,"","Tofu nature, préemballé",148.0,14.7,2.87,8.5,0.57,0.5,1.35,0.025,1.0
bac05388-32fa-4679-8d85-a2db2222c41f,"viandes, œufs, poissons et assimilés",substitus de produits carnés,"","Tofu fumé, préemballé",164.0,16.4,2.91,9.5,0.85,0.5,1.53,0.74,1.0
c32e264d-19a0-454a-b1a2-a363394ca17d,"viandes, œufs, poissons et assimilés",substitus de produits carnés,"","Bouchées ou émincé végétal au soja et blé (convient aux véganes ou végétaliens), préemballé",157.0,21.3,6.76,3.7,2.57,4.86,0.66,1.68,1.0
"7120cf2f-9457-422b-ba30-a71a6c909e22","viandes, œufs, poissons et assimilés",substitus de produits carnés,"","Bouchées ou émincé au soja et blé  (ne convient pas aux véganes ou végétaliens), préemballé",185.0,19.3,8.19,7.0,2.07,5.24,0.55,1.24,1.0
b722bf95-92c3-4b3e-9dec-343c264b9250,"viandes, œufs, poissons et assimilés",substitus de produits carnés,"","Seitan, préemballé",134.0,20.6,6.74,2.5,0.81,0.9,0.38,1.13,1.0
c7a6de2b-6fe6-4447-927d-f512e45c0aa1,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"","Châtaigne, bouillie/cuite à l'eau",,2.36,23.0,1.38,,4.5,0.26,0.068,1.0
"4f394825-9c0a-4369-bbf1-2350d186ff95","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"","Chia, graine, séchée",,19.5,7.72,30.7,,34.4,3.33,0.04,1.0
"7ac6bec1-0d7e-49aa-afd7-6f65e54914b5",produits sucrés,"sucres, miels et assimilés","",Édulcorant à la saccharine,,1.25,88.8,0.0,,0.0,0.0,1.07,1.0
"0ff5826e-0cfd-4133-af30-b89b10093ad8",produits sucrés,"sucres, miels et assimilés","",Fructose,,0.0,99.8,0.0,,0.0,0.0,0.00025,1.0
"2f186ed1-9b63-4169-a914-6832b2359e51",produits sucrés,biscuits sucrés,"","Biscuit sec fourré aux fruits, allégé en matière grasse",,4.69,75.3,7.2,,3.0,2.82,0.58,1.0
"0ca0f0a8-4b64-4340-8d99-4dcb1de8372b",produits sucrés,gâteaux et pâtisseries,"","Gâteau au citron, tout type",,5.0,54.0,21.3,,1.0,8.64,0.54,1.0
"284cdc94-5136-4dea-a419-7034ec1534c6",produits sucrés,gâteaux et pâtisseries,"",Tarte aux fraises,,3.19,31.0,19.8,,1.5,9.04,0.14,1.0
"0a74940c-ff19-41d4-b679-9447c2c9bfd3",produits sucrés,viennoiseries,"","Pain au chocolat, préemballé",425.0,7.56,46.8,22.3,11.1,3.0,13.4,1.1,1.0
a3184ec6-a676-4dc9-b16b-46abc0cb4916,produits sucrés,céréales de petit-déjeuner,"",Muesli (aliment moyen),418.0,7.49,66.6,12.2,25.9,6.4,5.04,0.7,1.0
"02907f79-237a-4a8a-8f5c-fc29139320d8",matières grasses,autres matières grasses,"",Graisse de canard,898.0,0.0,0.0,99.8,0.0,0.0,33.2,0.0,1.0
"62d45dfc-9a43-4cf0-911b-28ff5f9b1a08",produits laitiers et assimilés,fromages et assimilés,"",Fromage (aliment moyen),338.0,21.3,0.56,27.4,0.27,0.0,18.2,1.28,1.0
dfe00c1e-88cd-4adb-90f2-098a1834a251,produits laitiers et assimilés,crèmes et spécialités à base de crème,"","Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT",194.0,2.56,2.89,18.7,2.89,3.0,12.7,0.083,1.0
